filepath,label,class
bird_data/2 - MYNA/2_146.jpg,2,MYNA
bird_data/2 - MYNA/2_147.jpg,2,MYNA
bird_data/2 - MYNA/2_148.jpg,2,MYNA
bird_data/2 - MYNA/2_149.jpg,2,MYNA
bird_data/2 - MYNA/2_150.jpg,2,MYNA
bird_data/2 - MYNA/2_151.jpg,2,MYNA
bird_data/2 - MYNA/2_16.jpg,2,MYNA
bird_data/2 - MYNA/2_17.jpg,2,MYNA
bird_data/2 - MYNA/2_18.jpg,2,MYNA
bird_data/2 - MYNA/2_19.jpg,2,MYNA
bird_data/2 - MYNA/2_20.jpg,2,MYNA
bird_data/2 - MYNA/2_21.jpg,2,MYNA
bird_data/2 - MYNA/2_22.jpg,2,MYNA
bird_data/2 - MYNA/2_23.jpg,2,MYNA
bird_data/2 - MYNA/2_24.jpg,2,MYNA
bird_data/2 - MYNA/2_25.jpg,2,MYNA
bird_data/2 - MYNA/2_26.jpg,2,MYNA
bird_data/2 - MYNA/2_27.jpg,2,MYNA
bird_data/2 - MYNA/2_28.jpg,2,MYNA
bird_data/2 - MYNA/2_29.jpg,2,MYNA
bird_data/2 - MYNA/2_30.jpg,2,MYNA
bird_data/2 - MYNA/2_31.jpg,2,MYNA
bird_data/2 - MYNA/2_32.jpg,2,MYNA
bird_data/2 - MYNA/2_33.jpg,2,MYNA
bird_data/2 - MYNA/2_34.jpg,2,MYNA
bird_data/2 - MYNA/2_35.jpg,2,MYNA
bird_data/2 - MYNA/2_36.jpg,2,MYNA
bird_data/2 - MYNA/2_37.jpg,2,MYNA
bird_data/2 - MYNA/2_38.jpg,2,MYNA
bird_data/2 - MYNA/2_39.jpg,2,MYNA
bird_data/2 - MYNA/2_40.jpg,2,MYNA
bird_data/2 - MYNA/2_41.jpg,2,MYNA
bird_data/2 - MYNA/2_42.jpg,2,MYNA
bird_data/2 - MYNA/2_43.jpg,2,MYNA
bird_data/2 - MYNA/2_44.jpg,2,MYNA
bird_data/2 - MYNA/2_45.jpg,2,MYNA
bird_data/2 - MYNA/2_46.jpg,2,MYNA
bird_data/2 - MYNA/2_47.jpg,2,MYNA
bird_data/2 - MYNA/2_48.jpg,2,MYNA
bird_data/2 - MYNA/2_49.jpg,2,MYNA
bird_data/2 - MYNA/2_50.jpg,2,MYNA
bird_data/2 - MYNA/2_51.jpg,2,MYNA
bird_data/2 - MYNA/2_52.jpg,2,MYNA
bird_data/2 - MYNA/2_53.jpg,2,MYNA
bird_data/2 - MYNA/2_54.jpg,2,MYNA
bird_data/2 - MYNA/2_55.jpg,2,MYNA
bird_data/2 - MYNA/2_56.jpg,2,MYNA
bird_data/2 - MYNA/2_57.jpg,2,MYNA
bird_data/2 - MYNA/2_58.jpg,2,MYNA
bird_data/2 - MYNA/2_59.jpg,2,MYNA
bird_data/2 - MYNA/2_60.jpg,2,MYNA
bird_data/2 - MYNA/2_61.jpg,2,MYNA
bird_data/2 - MYNA/2_62.jpg,2,MYNA
bird_data/2 - MYNA/2_63.jpg,2,MYNA
bird_data/2 - MYNA/2_64.jpg,2,MYNA
bird_data/2 - MYNA/2_65.jpg,2,MYNA
bird_data/2 - MYNA/2_66.jpg,2,MYNA
bird_data/2 - MYNA/2_67.jpg,2,MYNA
bird_data/2 - MYNA/2_68.jpg,2,MYNA
bird_data/2 - MYNA/2_69.jpg,2,MYNA
bird_data/2 - MYNA/2_70.jpg,2,MYNA
bird_data/2 - MYNA/2_71.jpg,2,MYNA
bird_data/2 - MYNA/2_72.jpg,2,MYNA
bird_data/2 - MYNA/2_73.jpg,2,MYNA
bird_data/2 - MYNA/2_74.jpg,2,MYNA
bird_data/2 - MYNA/2_75.jpg,2,MYNA
bird_data/2 - MYNA/2_76.jpg,2,MYNA
bird_data/2 - MYNA/2_77.jpg,2,MYNA
bird_data/2 - MYNA/2_78.jpg,2,MYNA
bird_data/2 - MYNA/2_79.jpg,2,MYNA
bird_data/2 - MYNA/2_80.jpg,2,MYNA
bird_data/2 - MYNA/2_81.jpg,2,MYNA
bird_data/2 - MYNA/2_82.jpg,2,MYNA
bird_data/2 - MYNA/2_83.jpg,2,MYNA
bird_data/2 - MYNA/2_84.jpg,2,MYNA
bird_data/2 - MYNA/2_85.jpg,2,MYNA
bird_data/2 - MYNA/2_86.jpg,2,MYNA
bird_data/2 - MYNA/2_87.jpg,2,MYNA
bird_data/2 - MYNA/2_88.jpg,2,MYNA
bird_data/2 - MYNA/2_89.jpg,2,MYNA
bird_data/2 - MYNA/2_90.jpg,2,MYNA
bird_data/2 - MYNA/2_91.jpg,2,MYNA
bird_data/2 - MYNA/2_92.jpg,2,MYNA
bird_data/2 - MYNA/2_93.jpg,2,MYNA
bird_data/2 - MYNA/2_94.jpg,2,MYNA
bird_data/2 - MYNA/2_95.jpg,2,MYNA
bird_data/2 - MYNA/2_96.jpg,2,MYNA
bird_data/2 - MYNA/2_97.jpg,2,MYNA
bird_data/2 - MYNA/2_98.jpg,2,MYNA
bird_data/2 - MYNA/2_99.jpg,2,MYNA
bird_data/3 - BARN OWL/3_100.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_101.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_102.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_103.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_104.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_105.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_106.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_107.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_108.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_109.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_110.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_111.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_112.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_113.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_114.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_115.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_116.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_117.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_118.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_119.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_120.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_121.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_122.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_123.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_124.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_125.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_126.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_127.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_128.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_129.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_130.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_131.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_132.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_133.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_134.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_135.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_136.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_137.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_138.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_139.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_140.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_141.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_142.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_143.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_144.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_145.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_146.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_147.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_148.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_149.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_150.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_151.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_152.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_153.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_154.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_155.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_156.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_157.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_158.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_159.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_160.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_161.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_162.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_163.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_164.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_165.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_166.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_167.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_168.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_169.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_170.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_18.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_19.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_20.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_21.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_22.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_23.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_24.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_25.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_26.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_27.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_28.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_29.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_30.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_31.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_32.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_33.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_34.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_35.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_36.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_37.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_38.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_39.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_40.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_41.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_42.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_43.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_44.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_45.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_46.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_47.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_48.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_49.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_50.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_51.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_52.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_53.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_54.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_55.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_56.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_57.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_58.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_59.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_60.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_61.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_62.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_63.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_64.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_65.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_66.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_67.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_68.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_69.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_70.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_71.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_72.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_73.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_74.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_75.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_76.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_77.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_78.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_79.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_80.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_81.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_82.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_83.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_84.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_85.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_86.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_87.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_88.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_89.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_90.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_91.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_92.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_93.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_94.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_95.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_96.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_97.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_98.jpg,3,BARN OWL
bird_data/3 - BARN OWL/3_99.jpg,3,BARN OWL
bird_data/4 - OSTRICH/4_100.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_101.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_102.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_103.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_104.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_105.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_106.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_107.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_108.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_109.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_110.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_111.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_112.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_113.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_114.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_115.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_116.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_117.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_118.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_119.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_120.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_121.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_122.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_123.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_124.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_125.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_126.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_127.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_128.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_129.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_130.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_131.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_132.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_133.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_134.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_135.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_136.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_137.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_138.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_139.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_140.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_141.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_142.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_143.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_144.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_145.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_146.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_147.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_148.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_149.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_150.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_151.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_152.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_153.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_154.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_155.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_156.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_157.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_158.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_159.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_160.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_161.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_162.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_163.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_164.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_165.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_166.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_167.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_168.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_169.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_170.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_171.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_18.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_19.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_20.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_21.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_22.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_23.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_24.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_25.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_26.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_27.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_28.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_29.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_30.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_31.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_32.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_33.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_34.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_35.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_36.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_37.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_38.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_39.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_40.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_41.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_42.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_43.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_44.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_45.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_46.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_47.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_48.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_49.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_50.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_51.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_52.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_53.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_54.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_55.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_56.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_57.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_58.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_59.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_60.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_61.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_62.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_63.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_64.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_65.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_66.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_67.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_68.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_69.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_70.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_71.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_72.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_73.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_74.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_75.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_76.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_77.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_78.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_79.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_80.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_81.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_82.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_83.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_84.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_85.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_86.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_87.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_88.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_89.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_90.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_91.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_92.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_93.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_94.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_95.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_96.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_97.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_98.jpg,4,OSTRICH
bird_data/4 - OSTRICH/4_99.jpg,4,OSTRICH
bird_data/5 - PURPLE FINCH/5_100.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_101.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_102.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_103.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_104.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_105.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_106.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_107.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_108.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_109.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_110.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_111.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_112.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_113.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_114.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_115.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_116.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_117.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_118.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_119.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_120.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_121.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_122.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_123.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_124.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_125.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_126.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_127.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_128.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_129.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_130.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_131.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_132.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_133.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_134.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_135.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_136.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_137.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_138.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_139.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_140.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_141.jpg,5,PURPLE FINCH
bird_data/5 - PURPLE FINCH/5_142.jpg,5,PURPLE FINCH
